"","CH-Rho","CH-P","CH-p.adj","CH-significant","CO-Rho","CO-P","CO-p.adj","CO-significant","HO-Rho","HO-P","HO-p.adj","HO-significant","CH-CO-Overlap","CH-HO-Overlap","CO-HO-Overlap","CH-CO-HO-Overlap","CH-CO-Delta","CH-HO-Delta","CO-HO-Delta"
"TLR8",-0.343039712475765,1,1,FALSE,0.955845963256195,1,1,FALSE,1.24361531453086,0.640923531168113,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.91845086929614,1.12193452900011,0.203483659703971
"GLRA2",0.751756668149121,1,1,FALSE,-1.23744944692364,0.647760813643087,1,FALSE,-1.92266668852366,0.163565768676394,0.98439103792818,FALSE,FALSE,FALSE,FALSE,FALSE,1.4065811331457,1.89110289126701,0.484521758121312
"STAG2",-0.536977502186339,1,1,FALSE,-0.801004320632667,1,1,FALSE,-0.322626740254825,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.186695153738507,0.151568877314277,0.338264031052785
"F9",-0.199616247439921,1,1,FALSE,-0.647775269662544,1,1,FALSE,-0.467707238384732,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.316896283663549,0.189568957672097,0.127327325991452
"ABCD1",-0.696245932231571,1,1,FALSE,0.729511499491727,1,1,FALSE,1.35777461084535,0.523605640586805,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.00816274829866,1.45241185470616,0.444249106407505
"BCORL1",0.00208453284422527,1,1,FALSE,0.645903794265375,1,1,FALSE,0.636277434318974,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.455248965609409,0.448442101213167,0.00680686439624251
"KCND1",-1.03040594984104,0.908458444158576,1,FALSE,-1.06196652500152,0.864752646819343,1,FALSE,-0.125108249372225,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0223166967141261,0.640142142994084,0.66245883970821
"PCSK1N",-0.687954582425312,1,1,FALSE,2.01778476372709,0.130841047123651,0.599899849554796,FALSE,2.62825623915872,0.0257471521846321,0.447745643054269,FALSE,FALSE,FALSE,FALSE,FALSE,1.91324663978762,2.34491515978628,0.431668519998664
"GPR50",2.79489543732387,0.0155749512096286,0.122280638102477,FALSE,2.32045063436602,0.0609495374114719,0.387982059545983,FALSE,-0.243215573504914,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.335483137470212,2.14826889775455,1.81278576028434
"RP2",-2.57620379429772,0.0299675254261951,0.19012142915225,FALSE,-0.74748938262802,1,1,FALSE,1.61196551106613,0.320908334931628,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.29309636134521,2.96148291658013,1.66838655523492
"USP11",1.32831092153867,0.552226239641751,1,FALSE,3.50812376599745,0.00135383714979954,0.0398038657738727,TRUE,2.28535250297565,0.0668764999941977,0.690448910898582,FALSE,FALSE,FALSE,FALSE,FALSE,1.54136044403434,0.676730592111585,0.864629851922752
"TIMP1",2.12878662486078,0.0998157540506128,0.409450509015434,FALSE,0.948513902177966,1,1,FALSE,-0.955256353573173,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.834578845858524,2.1807477035214,1.34616885766288
"GLA",-2.06202747640878,0.117615360396855,0.450660072595656,FALSE,1.1215909596031,0.786109191689577,1,FALSE,3.04750530012345,0.0069224837041089,0.238841492549072,FALSE,FALSE,FALSE,FALSE,FALSE,2.25115818481451,3.61298527498087,1.36182709016636
"ATP12A",-1.72181913723331,0.255306860317462,0.730719180514675,FALSE,-0.0268011039054198,1,1,FALSE,1.54638810245145,0.366032597335624,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.19855874559964,2.31097150150406,1.11241275590443
"MLNR",-1.31955280378814,0.560953107851886,1,FALSE,-0.234585480238942,1,1,FALSE,0.944128171213132,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.767187751847457,1.60066416786638,0.833476416018919
"ACP5",-3.06411260378105,0.00654950160293626,0.0667404371028812,FALSE,0.15648914098598,1,1,FALSE,2.91738379879216,0.0105894343109647,0.29689708962393,FALSE,FALSE,FALSE,FALSE,FALSE,2.27730933322599,4.22955666790246,1.95224733467646
"SGCG",-3.35389883733932,0.00239044465434892,0.0336040926665311,TRUE,-1.4630958370493,0.430323470481613,1,FALSE,1.65873622896773,0.291506866816839,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.33699962339294,3.54446824699919,2.20746862360626
"OLFM4",-2.1240634083465,0.100994525281677,0.412382485106291,FALSE,0.389419052290763,1,1,FALSE,2.26418241049219,0.0706886938965421,0.709327717240733,FALSE,FALSE,FALSE,FALSE,FALSE,1.77730049231006,3.10295837601435,1.32565788370429
"NTHL1",-1.82510898284236,0.203953754712041,0.638717475839456,FALSE,-0.50118188688147,1,1,FALSE,1.17640631037386,0.718297653876943,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.936157827350559,2.12239181766832,1.18623399031776
"ZNF263",-1.42902205894415,0.458993680084275,1,FALSE,-0.566157083442537,1,1,FALSE,0.71569773132796,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.610137675425551,1.5165459074464,0.906408232020844
"MMP2",2.7754348710037,0.016538381896749,0.126995948792516,FALSE,2.09415114387632,0.108739555004678,0.539029952236,FALSE,-0.456802015167229,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.481740343363815,2.28553662061275,1.80379627724894
"ORC6",-0.0962066487820423,1,1,FALSE,0.311796119838578,1,1,FALSE,0.401443614601422,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.288501524434527,0.351891875897719,0.0633903514631921
"C16orf70",-0.36070288004108,1,1,FALSE,-0.131779667599574,1,1,FALSE,0.186865043240076,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.161873155888398,0.387188991712341,0.225315835823943
"CORO1A",-0.104187644620898,1,1,FALSE,0.64194813821674,1,1,FALSE,0.743034110062146,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.527597671730427,0.599076247905146,0.0714785761747195
"NUTF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CBLN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARL2BP",1.19006270779416,0.702065238695475,1,FALSE,0.904084561110664,1,1,FALSE,-0.12270283465498,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.202217086791064,0.928265417173827,0.726048330382762
"PLLP",-0.415778130310044,1,1,FALSE,1.79485325898989,0.218031247952109,0.788939448511076,FALSE,2.21455995406697,0.0803708498178858,0.740017537573223,FALSE,FALSE,FALSE,FALSE,FALSE,1.56315244607782,1.85992989627622,0.296777450198395
"CCL22",0.274283314603305,1,1,FALSE,-1.74918724356577,0.240775975164931,0.833205069084598,FALSE,-2.00725406986151,0.134167851001339,0.907178775987576,FALSE,FALSE,FALSE,FALSE,FALSE,1.43080975321268,1.61329055608569,0.182480802873009
"DHODH",0.111032021618794,1,1,FALSE,0.525302232814113,1,1,FALSE,0.420863876197319,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.292933275579793,0.21908420540008,0.0738490701797137
"POLR2C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARD6A",-0.047681860689861,1,1,FALSE,-0.417209451352981,1,1,FALSE,-0.384370447243794,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.261295465193419,0.2380747827004,0.0232206824930184
"MMP15",-1.00322280835113,0.947260111627635,1,FALSE,-0.613093367493278,1,1,FALSE,0.299808722842702,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.275863173171105,0.92138243180705,0.645519258635946
"USB1",-1.01467520018346,0.930782038603698,1,FALSE,-1.44842644003326,0.442493474207583,1,FALSE,-0.530051827015573,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.306708443045861,0.342680473488514,0.649388916534375
"CCDC113",0.273422798328916,1,1,FALSE,0.707464343912948,1,1,FALSE,0.45376381668193,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.306913720199159,0.127520357003504,0.179393363195654
"PRSS54",-1.36837754390019,0.513581788869234,1,FALSE,-1.73326758757469,0.249144356751738,0.850286702626978,FALSE,-0.412293042283084,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.25801622426969,0.676053834480818,0.934070058750508
"NME3",1.07759898773801,0.843638262480401,1,FALSE,0.931251427262283,1,1,FALSE,-0.0530656139778133,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.103483352422494,0.799500607120844,0.696017254698351
"PSMD7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SETD6",-0.71723942593795,1,1,FALSE,-2.79581852432138,0.015530538115532,0.172065609972082,FALSE,-2.14646832598934,0.0955068995502724,0.7910079531418,FALSE,FALSE,FALSE,FALSE,FALSE,1.46977737569954,1.01061744709413,0.459159928605412
"SLC38A7",-1.41357484401229,0.472460315256583,1,FALSE,-0.761540673316206,1,1,FALSE,0.548537943329494,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.461057783664547,1.38742325738221,0.926365473717666
"SMPD3",3.15621575411851,0.00479491757447,0.054360485670623,FALSE,4.46677009596587,2.38228163045092e-05,0.00360010399993743,TRUE,1.57846461092107,0.343376736061401,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.926701862233744,1.11563853237973,2.04234039461348
"SLC7A6",-2.67007983395098,0.0227499642801634,0.158934621131971,FALSE,-1.17804071695253,0.716341122562157,1,FALSE,1.27050822434881,0.611710965459428,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.05503097742519,2.78641653788651,1.73138556046132
"PLA2G15",-0.193199874289454,1,1,FALSE,1.61820870045295,0.316852885399228,0.976341029400456,FALSE,1.80383329826361,0.213772332270125,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.28085928669981,1.41211569856676,0.131256411866948
"FA2H",-1.6281588011872,0.31047365406084,0.827199904825002,FALSE,-1.66495941778859,0.287762557647866,0.924068799654599,FALSE,-0.19560831101864,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0260219655506912,1.0129661659903,1.03898813154099
"MPG",1.22250691143355,0.664547975570201,1,FALSE,0.942826386285431,1,1,FALSE,-0.169499495941934,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.197763995898052,0.98429717011033,0.786533174212279
"HSDL1",0.0897523722561706,1,1,FALSE,-0.365468885394207,1,1,FALSE,-0.449547315398755,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.32189003822485,0.381342466232585,0.0594524280077346
"USP10",-0.648436180613505,1,1,FALSE,0.753823917431596,1,1,FALSE,1.35276313566051,0.528393939771332,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.991547624315004,1.41506160704323,0.423513982728231
"TSC2",1.04386179819939,0.889648004737467,1,FALSE,1.17231222273318,0.723215178366946,1,FALSE,0.234791618340132,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0908281662341288,0.572099010634303,0.662927176868431
"NME4",-0.00302367609858473,1,1,FALSE,-1.77835073871665,0.22603880374373,0.804877097590774,FALSE,-1.82620925532568,0.20345624325559,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.25534580480123,1.289186886433,0.0338410816317739
"DECR2",-1.69326235506924,0.271216620783307,0.759849012472624,FALSE,-2.03274054654808,0.12623622764721,0.587072063857207,FALSE,-0.48391195449096,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.240047331259637,0.855139869079568,1.09518720033921
"STUB1",0.161808188609897,1,1,FALSE,-0.394293092382775,1,1,FALSE,-0.533637713171679,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.393222986816444,0.491754513098146,0.0985315262817023
"RHBDL1",0.245487066583638,1,1,FALSE,1.38769546645716,0.49568939132887,1,FALSE,1.17265197628485,0.722806190983696,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.807663305078804,0.655604594927943,0.152058710150861
"MEFV",-4.61902589354129,1.15663724268012e-05,0.000809217685712126,TRUE,-4.02507516675194,0.000170871358040734,0.0113753654745003,TRUE,0.20492019853081,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,0.419986586603433,3.41104499378253,2.9910584071791
"CRYM",-0.458168301920259,1,1,FALSE,0.237595031964388,1,1,FALSE,0.661063930744424,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.491978971490793,0.791416701439757,0.299437729948963
"CAPN15",0.176053372362978,1,1,FALSE,0.892581340148241,1,1,FALSE,0.741936719554067,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.506661784930776,0.400139952159361,0.106521832771415
"AQP8",-1.44283231607784,0.447203140058546,1,FALSE,-0.202582582483238,1,1,FALSE,1.13322057634301,0.771364906069428,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.876988996989556,1.82154446892601,0.944555471936454
"USP31",1.86319827829588,0.187303125104835,0.605589393792099,FALSE,3.57920312253327,0.0010339305632093,0.0327918430746748,TRUE,1.84194415111065,0.196449958616236,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.21339866190922,0.0150289374608769,1.2284275993701
"TOX3",0.976923003246355,0.985821817781039,1,FALSE,1.05714767227585,0.871332591302411,1,FALSE,0.134415488130088,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0567274074891989,0.59574277713934,0.652470184628539
"MAZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLC6A2",1.11251729448876,0.797747395274906,1,FALSE,2.47508527479993,0.0399613100001081,0.303356807536833,FALSE,1.47056527547619,0.424226161691355,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.963481058705686,0.253178155346362,0.710302903359324
"KNOP1",-2.34971086865238,0.0563639963418103,0.285082948760783,FALSE,-0.662655530925457,1,1,FALSE,1.44754188770984,0.443235640676868,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.19292826954367,2.68506317390303,1.49213490435937
"MGA",-5.13981752474449,8.25016209218999e-07,0.000111808341736132,TRUE,-2.58949938132895,0.0288346786657518,0.250143320319656,FALSE,2.09556247801292,0.108363062017678,0.832073176083888,FALSE,FALSE,FALSE,FALSE,FALSE,1.80334725339222,5.1161862644113,3.31283901101909
"AQP9",-3.84590282150958,0.000360328087993116,0.00868559765836644,TRUE,-0.836742663089702,1,1,FALSE,2.80688601381001,0.0150068816700936,0.348898455074544,FALSE,FALSE,FALSE,FALSE,FALSE,2.12779755369508,4.70423209925663,2.57643454556155
"CSK",-0.163833036125851,1,1,FALSE,-1.72887794604264,0.25149282579578,0.85482671691989,FALSE,-1.61618427549437,0.318163432469144,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.10665386866365,1.02696741002217,0.0796864586414864
"MTFMT",-2.42062423816754,0.0464816515190211,0.252309884251238,FALSE,-2.90420235709635,0.0110457030839413,0.140622870273302,FALSE,-0.715264649287956,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.341941367128001,1.20587132965825,1.54781269678625
"RASL12",0.477206841274139,1,1,FALSE,0.768126793462962,1,1,FALSE,0.340687192127386,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.205711470975183,0.0965339696768774,0.30224544065206
"CTSH",1.44685233352882,0.443814857272605,1,FALSE,2.25787377099896,0.0718605908736659,0.426032659585265,FALSE,0.941759741414716,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.573478758122803,0.357154397010972,0.930633155133774
"CEMIP",3.88194196816802,0.00031087682888094,0.00776061475511763,TRUE,2.66726057895285,0.0229417062520901,0.219705364310257,FALSE,-0.946108285581808,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.858909447295144,3.41394707433594,2.55503762704079
"EHD4",-0.562305690118139,1,1,FALSE,0.179042234708349,1,1,FALSE,0.685670956539989,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.524212144863385,0.88245274961441,0.358240604751025
"GABPB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCG3",-3.59090049966127,0.000988612296809225,0.0179782298789182,TRUE,-2.12482434089524,0.100803818923848,0.516914595038069,FALSE,1.22847133447289,0.657810251376706,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.03667239359938,3.40781050497571,2.37113811137633
"DNAJC17",-1.14504437053936,0.75657233304541,1,FALSE,-1.34947535807367,0.53155299033907,1,FALSE,-0.320293225760641,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.144554537570172,0.583187127264403,0.727741664834575
"RHOV",0.367059662078579,1,1,FALSE,0.17388521176143,1,1,FALSE,-0.146198073955262,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.13659496377124,0.362928025645984,0.226333061874744
"VPS18",0.345672470620929,1,1,FALSE,-1.88565349786663,0.178024989505293,0.705378511117984,FALSE,-2.21500719673848,0.0802787116604169,0.739738957690378,FALSE,FALSE,FALSE,FALSE,FALSE,1.57778572335519,1.81067395723635,0.232888233881161
"OIP5",-0.243856405476276,1,1,FALSE,-1.48824799670104,0.410056511243117,1,FALSE,-1.25308505706127,0.630524260786143,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.879917732606549,0.713632423303507,0.166285309303042
"EXTL3",-1.16566931537553,0.731244512672742,1,FALSE,-0.0417256344503563,1,1,FALSE,1.03119611348738,0.907346588541653,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.794748198453958,1.55341844210325,0.758670243649294
"AGO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAG1",-0.629340124614162,1,1,FALSE,2.22472893446684,0.0782983219070977,0.44691322521277,FALSE,2.82121518999687,0.0143526295625942,0.341569981023502,FALSE,FALSE,FALSE,FALSE,FALSE,2.01813158565089,2.43991106182074,0.421779476169855
"TG",1.74112016151058,0.244987553999842,0.712656769209936,FALSE,0.465223863612902,1,1,FALSE,-1.16129797028906,0.736562233980127,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.902194924334263,2.05231954283432,1.15012461850006
"BRF2",0.0340537596576926,1,1,FALSE,0.627773813012468,1,1,FALSE,0.59834946136526,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.4198234758536,0.399017317271842,0.020806158581758
"ZFAND1",-0.408359806400952,1,1,FALSE,-0.198255014822651,1,1,FALSE,0.179943675255806,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.148566522884803,0.415993381275149,0.267426858390346
"RP1",-0.0618821698658309,1,1,FALSE,-1.51853625772157,0.386637799022646,1,FALSE,-1.48330814230506,0.413977680088307,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.0300099833659,1.00509994406646,0.0249100392994375
"RIPK2",-0.0145653339208733,1,1,FALSE,1.4809061788867,0.415894728849288,1,FALSE,1.49924271283332,0.401432034004916,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.05745804777754,1.07042393527465,0.0129658874971121
"CPQ",-3.18854026609788,0.00428979279683703,0.0504100690091767,FALSE,-2.28459506086859,0.0670097484604969,0.40964859172129,FALSE,0.594021762057466,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.639185784438697,2.67467526036739,2.03548947592869
"DECR1",-2.70476386008049,0.0205058881165025,0.147775384461891,FALSE,0.490307009734812,1,1,FALSE,2.96595653379153,0.0090522939577355,0.276752384139066,FALSE,FALSE,FALSE,FALSE,FALSE,2.259256278418,4.00980484471975,1.75054856630175
"SFRP1",-3.25046417029959,0.00345650357171186,0.0436744832572823,TRUE,-2.6107901829309,0.0270999891871336,0.239634310471599,FALSE,0.14255934737283,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.452317814217036,2.3992299380716,1.94691212385456
"PLAT",-1.49455974831141,0.40508813316917,0.980909966779259,FALSE,-0.739034812605566,1,1,FALSE,0.641766878620703,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.534236805393135,1.51061104473308,0.976374239339948
"DKK4",-4.1064603693543,0.000120530506637588,0.00400320223364226,TRUE,-2.22353585267005,0.0785390658044194,0.44754236894283,FALSE,1.43962064582859,0.44992426572579,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.33142869420984,3.92167149484579,2.59024280063595
"EIF3E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EMC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHRAC1",0.799906261446558,1,1,FALSE,0.0245017121485425,1,1,FALSE,-0.719815285539675,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.548293814971525,1.07460541138928,0.52631159641775
"GML",1.11362162770244,0.796324632123866,1,FALSE,-0.906331742732793,1,1,FALSE,-2.09860989154547,0.10755391105371,0.828839726590345,FALSE,FALSE,FALSE,FALSE,FALSE,1.42832272591538,2.27139069000136,0.843067964085984
"UBR5",-2.90268748686819,0.0110992688673649,0.0964532208876468,FALSE,-1.95070553859717,0.15327625242147,0.653449982968824,FALSE,0.708194954041782,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.673152891189615,2.55327946003487,1.88012656884526
"PYCR3",2.24038831812567,0.0751971720434473,0.342592602930532,FALSE,-0.505391829858734,1,1,FALSE,-2.53769031180383,0.0334760037270293,0.519393601974196,FALSE,FALSE,FALSE,FALSE,FALSE,1.94155976228717,3.37861180026567,1.4370520379785
"MTMR9",-0.524516862838503,1,1,FALSE,-0.290174307922954,1,1,FALSE,0.211086598186596,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.165705209701365,0.520150195555142,0.354444985853776
"DCTN6",0.220533775394734,1,1,FALSE,0.086567191563225,1,1,FALSE,-0.117451135113626,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0947286798796561,0.23899142215919,0.144262742279534
"GSR",-0.585387448795329,1,1,FALSE,-0.725472384362023,1,1,FALSE,-0.180080412667081,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0990550078812898,0.286595353708905,0.385650361590195
"PPP2CB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KCTD9",1.29094112348237,0.590172282353096,1,FALSE,0.294295280727746,1,1,FALSE,-0.86279280355551,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.704735033853174,1.52291986468002,0.818184830826842
"CNOT3",0.190830852460122,1,1,FALSE,0.206108328341844,1,1,FALSE,0.0327547243003434,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0108028067953802,0.111776702165493,0.122579508960873
"EXOSC5",0.69207840407893,1,1,FALSE,0.96191737088527,1,1,FALSE,0.342658911378384,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.190804963257135,0.247076892767319,0.437881856024454
"PAF1",-1.45776437102519,0.434716506153486,1,FALSE,-0.928705175021176,1,1,FALSE,0.405049502283047,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.374101345143538,1.31720832190463,0.943106976761092
"MAN2B1",-5.83218148365511,1.64122104943128e-08,7.08632357114445e-06,TRUE,-4.64368171874562,1.02676405992492e-05,0.00242444663649772,TRUE,0.551091211075853,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,0.840396243206116,4.51365540860719,3.67325916540108
"TULP2",-2.33553403480568,0.058546620195233,0.292095254008043,FALSE,0.950267821251819,1,1,FALSE,3.00576203337187,0.00794748695566868,0.258841428607899,FALSE,FALSE,FALSE,FALSE,FALSE,2.3234127740536,3.77686667013339,1.45345389607979
"DHDH",-4.12978338548123,0.000108931555430752,0.00379636837892976,TRUE,-2.82349682947489,0.0142508687324964,0.163646754016327,FALSE,1.08588941321008,0.832583763893181,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.923684081924906,3.68803760440484,2.76435352247994
"ECH1",-4.32594079503722,4.55646648453009e-05,0.00212522597266107,TRUE,-1.25310091220279,0.630506952354587,1,FALSE,2.74844136840841,0.0179638029723399,0.375351871309011,FALSE,FALSE,FALSE,FALSE,FALSE,2.1728259186527,5.00234360047756,2.82951768182487
"HNRNPL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KCNA7",-0.684899917931788,1,1,FALSE,1.28936649847659,0.591812107681413,1,FALSE,1.96504411537235,0.148227395480764,0.944894117351358,FALSE,FALSE,FALSE,FALSE,FALSE,1.39601717091123,1.87379339571419,0.477776224802959
"RELB",-2.19638792792697,0.0841925669630033,0.369940980767708,FALSE,-0.205765638309404,1,1,FALSE,1.81602226532688,0.208100870228441,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.40758251976967,2.83720245655182,1.42961993678215
"CLASRP",-1.19906149782029,0.691512101347164,1,FALSE,0.126698259028478,1,1,FALSE,1.20528383275354,0.684281246081468,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.937453714291991,1.70012888756296,0.762675173270971
"LIN7B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PPP1R37",-3.48832243708359,0.00145818462241889,0.023492629012787,TRUE,-0.988978268737788,0.96802132235882,1,FALSE,2.13243268060717,0.0989138795324495,0.800301203906415,FALSE,FALSE,FALSE,FALSE,FALSE,1.76730320995637,3.97447405910813,2.20717084915176
"FCGRT",-3.01367953860048,0.00774300825474765,0.074246409102631,FALSE,-1.16882952402893,0.72741696793136,1,FALSE,1.51757580918331,0.387364107139751,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.30450595557564,3.20408138370572,1.89957542813008
