,HI-Rho,HI-P,HI-p.adj,HV-p.adj,CH-p.adj,IV-p.adj,OV-p.adj,HI-significant,HV-Rho,HV-P,HV-significant,CH-Rho,CH-P,CH-significant,HO-Rho,HO-P,HO-p.adj,HO-significant,IV-Rho,IV-P,IV-significant,OV-Rho,OV-P,OV-significant,HI-Driver,HI-DriverNumeric,HV-Driver,HV-DriverNumeric,CH-Driver,CH-DriverNumeric,IV-Driver,IV-DriverNumeric,Herbivore_Rho,Insectivore_Rho,Herbivore_P,Insectivore_P,Herbivore_p.adj,Insectivore_p.adj,Vertivore_Rho,Vertivore_P,Vertivore_p.adj,Carnivore_Rho,Herbivore_Rho.2,Carnivore_P,Herbivore_P.2,Carnivore_p.adj,Herbivore_p.adj.2,HI-HV-Overlap,HI-CH-Overlap,HI-HO-Overlap,HI-IV-Overlap,HI-OV-Overlap,HV-CH-Overlap,HV-HO-Overlap,HV-IV-Overlap,HV-OV-Overlap,CH-HO-Overlap,CH-IV-Overlap,CH-OV-Overlap,HO-IV-Overlap,HO-OV-Overlap,IV-OV-Overlap,HI-HV-CH-Overlap,HI-HV-HO-Overlap,HI-HV-IV-Overlap,HI-HV-OV-Overlap,HI-CH-HO-Overlap,HI-CH-IV-Overlap,HI-CH-OV-Overlap,HI-HO-IV-Overlap,HI-HO-OV-Overlap,HI-IV-OV-Overlap,HV-CH-HO-Overlap,HV-CH-IV-Overlap,HV-CH-OV-Overlap,HV-HO-IV-Overlap,HV-HO-OV-Overlap,HV-IV-OV-Overlap,CH-HO-IV-Overlap,CH-HO-OV-Overlap,CH-IV-OV-Overlap,HO-IV-OV-Overlap,HI-HV-CH-HO-Overlap,HI-HV-CH-IV-Overlap,HI-HV-CH-OV-Overlap,HI-HV-HO-IV-Overlap,HI-HV-HO-OV-Overlap,HI-HV-IV-OV-Overlap,HI-CH-HO-IV-Overlap,HI-CH-HO-OV-Overlap,HI-CH-IV-OV-Overlap,HI-HO-IV-OV-Overlap,HV-CH-HO-IV-Overlap,HV-CH-HO-OV-Overlap,HV-CH-IV-OV-Overlap,HV-HO-IV-OV-Overlap,CH-HO-IV-OV-Overlap,HI-HV-CH-HO-IV-Overlap,HI-HV-CH-HO-OV-Overlap,HI-HV-CH-IV-OV-Overlap,HI-HV-HO-IV-OV-Overlap,HI-CH-HO-IV-OV-Overlap,HV-CH-HO-IV-OV-Overlap,HI-HV-CH-HO-IV-OV-Overlap,HI-HV-Delta,HI-CH-Delta,HI-HO-Delta,HI-IV-Delta,HI-OV-Delta,HV-CH-Delta,HV-HO-Delta,HV-IV-Delta,HV-OV-Delta,CH-HO-Delta,CH-IV-Delta,CH-OV-Delta,HO-IV-Delta,HO-OV-Delta,IV-OV-Delta
TAF9,-0.15836245,1,1,1,1,1,1,FALSE,1.421273151,0.931424195,FALSE,-0.717990294,1,FALSE,-0.271455707,1,1,FALSE,1.434701447,0.908233151,FALSE,1.557193144,0.716547814,FALSE,Herbivore,1,DoubleBoth,4,Carnivore,1,DoubleBoth,4,-0.180555236,-0.082063073,0.856716695,0.934596558,0.943380371,0.97709466,1.208440394,0.22687791,0.517559879,1.012355366,-0.180555236,0.311368171,0.856716695,0.539716794,0.943380371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.116971045,0.395716644,0.079969009,1.126466284,1.213080994,1.512687689,1.196940054,0.009495239,0.096109949,0.315747634,1.522182928,1.608797638,1.206435293,1.293050003,0.08661471
RHD,4.686869651,1.66E-05,0.002027594,0.034495695,0.000276012,1,1,TRUE,3.883048078,0.000618931,TRUE,-5.00271589,1.70E-06,TRUE,1.880282664,0.360417388,1,FALSE,-0.148159752,1,FALSE,2.415219131,0.094354474,FALSE,Both,3,Unclear,0,Unclear,0,Unclear,0,-4.235052262,2.867619516,2.28E-05,0.004135726,0.0016316,0.072786077,3.427541245,0.000609074,0.034798256,5.160583756,-4.235052262,2.46E-07,2.28E-05,4.75E-05,0.0016316,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.568387685,6.851571643,1.984556691,3.418882078,1.606299487,6.283183958,1.416169006,2.850494393,1.037911802,4.867014952,3.432689565,5.245272156,1.434325387,0.378257204,1.812582591
SIRT7,-1.356858018,1,1,1,1,1,1,FALSE,-0.846584922,1,FALSE,0.399095902,1,FALSE,-0.006664288,1,1,FALSE,0.169317682,1,FALSE,-0.838490158,1,FALSE,Both,3,Herbivore,1,Carnivore,1,Insectivore,1,0.912847528,-1.068330603,0.361322738,0.285371408,0.641335989,0.612676441,-0.367332449,0.713371052,0.876281423,-1.395901767,0.912847528,0.162744079,0.361322738,0.36666214,0.641335989,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.360817567,1.241646925,0.954731143,1.079169187,0.36654143,0.880829358,0.593913576,0.71835162,0.005723863,0.286915782,0.162477738,0.875105495,0.124438044,0.588189713,0.712627757
ARSI,0.722626837,1,1,1,1,1,1,FALSE,-0.08171591,1,FALSE,-0.215527402,1,FALSE,-0.760455994,1,1,FALSE,-0.634864397,1,FALSE,0.482613924,1,FALSE,Insectivore,2,Unclear,0,Carnivore,1,Insectivore,1,0.462567867,1.056426579,0.643674145,0.290773368,0.837411849,0.616750476,0.538943271,0.589925999,0.808772106,0.905405865,0.462567867,0.36525041,0.643674145,0.591617761,0.837411849,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.568756211,0.663375224,1.048697927,0.959891257,0.169714759,0.094619014,0.479941716,0.391135047,0.399041452,0.385322703,0.296516033,0.493660466,0.08880667,0.878983169,0.790176499
CCDC34,2.083983034,0.222970263,0.985231148,1,1,1,1,FALSE,0.05429449,1,FALSE,-1.357789361,0.523591596,FALSE,1.331892154,1,1,FALSE,-1.532706714,0.752088805,FALSE,-0.905917845,1,FALSE,Both,3,Herbivore,1,Unclear,0,Insectivore,1,-1.925368666,1.912412419,0.054183253,0.055823316,0.233095137,0.277245137,-0.555603027,0.578482262,0.802563471,1.381424407,-1.925368666,0.167148506,0.054183253,0.37230219,0.233095137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.435206533,2.4337006,0.531808561,2.557385846,2.114179186,0.998494066,0.903397972,1.122179313,0.678972653,1.901892038,0.123685247,0.319521413,2.025577285,1.582370625,0.44320666
PPP2R5C,-2.664903595,0.046206238,0.385554777,1,1,0.715660272,1,FALSE,0.477363539,1,FALSE,0.777655604,1,FALSE,0.087287455,1,1,FALSE,2.537935372,0.066905145,FALSE,0.405523768,1,FALSE,Insectivore,2,Unclear,0,Unclear,0,Insectivore,1,1.390502885,-2.705068422,0.164376224,0.006829032,0.430786762,0.094770362,1.064494182,0.287104889,0.579007727,-1.542094622,1.390502885,0.123050602,0.164376224,0.309727469,0.430786762,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.221918399,2.434256955,1.946092955,3.678962715,2.17112001,0.212338556,0.275825444,1.457044316,0.050798389,0.488164,1.244705761,0.263136945,1.732869761,0.225027055,1.507842706
VMO1,2.368445891,0.107177958,0.635370118,1,1,1,1,FALSE,0.150454927,1,FALSE,-1.093502432,0.822519786,FALSE,0.500124027,1,1,FALSE,-1.689464096,0.546783161,FALSE,-0.221957244,1,FALSE,Both,3,Herbivore,1,Unclear,0,Insectivore,1,-1.496165734,2.303491899,0.134610472,0.021251182,0.387411423,0.169786551,0.039613751,0.968401064,0.988037268,1.684643273,-1.496165734,0.092057417,0.134610472,0.25903207,0.387411423,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.568356451,2.447967135,1.32110306,2.869375669,1.831691623,0.879610684,0.247253391,1.301019218,0.263335172,1.126864075,0.421408534,0.616275512,1.548272609,0.510588563,1.037684046
NXPH3,-1.28147336,1,1,1,1,1,1,FALSE,-1.066971665,1,FALSE,1.136388917,0.767381496,FALSE,-1.023873593,1,1,FALSE,-0.066011944,1,FALSE,-0.321198671,1,FALSE,Herbivore,1,Herbivore,1,Herbivore,2,Unclear,0,1.644355542,0.463385692,0.100102783,0.643087932,0.327328224,0.859677013,-0.603973137,0.545861502,0.783375528,-0.766790824,1.644355542,0.443205893,0.100102783,0.658332028,0.327328224,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.151675603,1.709686812,0.182150542,0.859461009,0.679016744,1.558011209,0.030474939,0.707785406,0.527341141,1.52753627,0.850225803,1.030670068,0.677310468,0.496866203,0.180444265
DHX34,3.714242095,0.001222882,0.037774289,1,0.998417548,0.030949146,1,TRUE,-1.714323708,0.518815748,FALSE,-1.496379133,0.403664652,FALSE,-0.506534773,1,1,FALSE,-4.473804598,4.61E-05,TRUE,-1.320339126,1,FALSE,Both,3,Both,3,Unclear,0,Both,3,-1.162959872,3.493400223,0.244845784,0.000476911,0.529443511,0.022537181,-1.184379245,0.236262972,0.527587769,1.719016383,-1.162959872,0.085611389,0.244845784,0.247660341,0.529443511,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.838575691,3.684465604,2.984539945,5.789823341,3.559986522,0.154110087,0.854035746,1.95124765,0.278589169,0.699925659,2.105357736,0.124479083,2.805283396,0.575446577,2.229836819
OTOP3,1.473988493,0.842908137,1,1,1,1,1,FALSE,-0.69009784,1,FALSE,-0.243582117,1,FALSE,1.01247794,1,1,FALSE,-1.791330039,0.439442091,FALSE,-1.438000894,0.902602802,FALSE,DoubleBoth,4,Vertivore,2,Herbivore,2,Both,3,-0.750901833,0.697725574,0.452711737,0.485348832,0.714421083,0.770243605,-1.75251595,0.07968513,0.32074096,0.433961316,-0.750901833,0.664316532,0.452711737,0.818193767,0.714421083,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.530240121,1.214505825,0.326337242,2.308928876,2.059087442,0.315734296,1.203902879,0.778688756,0.528847322,0.888168584,1.094423051,0.844581617,1.982591635,1.732750201,0.249841434
PAWR,1.524465875,0.764354251,1,1,0.991034719,1,1,FALSE,1.174609542,1,FALSE,-1.502455899,0.398938227,FALSE,-1.272101124,1,1,FALSE,-0.106072564,1,FALSE,2.162664084,0.183402152,FALSE,Both,3,Vertivore,2,Carnivore,1,Unclear,0,-0.35934343,1.167141805,0.719338188,0.243153108,0.880651001,0.568848604,1.437979069,0.150439993,0.432561519,3.123810209,-0.35934343,0.001785256,0.719338188,0.020108532,0.880651001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.247385785,2.140356913,1.977471489,1.152964787,0.451274281,1.892971127,1.730085703,0.905579002,0.698660067,0.162885424,0.987392125,2.591631194,0.824506702,2.42874577,1.604239069
SH2D7,-1.849698089,0.386142457,1,0.008111013,0.0032516,0.700910455,0.852046698,FALSE,-4.409784172,6.21E-05,TRUE,4.248350171,6.46E-05,TRUE,-2.402875986,0.097600217,1,FALSE,-2.55372225,0.063946942,FALSE,-2.570534944,0.060924949,FALSE,Herbivore,1,Both,3,Both,3,Vertivore,2,3.39673834,-0.559160863,0.000681941,0.576051941,0.015464447,0.824669098,-3.000420981,0.002696067,0.065154233,-3.194645902,3.39673834,0.001400025,0.000681941,0.016761705,0.015464447,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.81025423,4.311971276,0.391155842,0.497820259,0.509708628,6.122225506,1.419098388,1.312433972,1.300545602,4.703127118,4.809791535,4.821679904,0.106664416,0.118552786,0.01188837
FES,-1.094192715,1,1,1,1,1,1,FALSE,-1.760632083,0.469804168,FALSE,0.870833537,1,FALSE,-1.550890303,0.725567848,1,FALSE,-0.823307209,1,FALSE,-0.637501163,1,FALSE,Herbivore,1,Herbivore,1,Herbivore,2,Vertivore,2,1.809020037,0.635173251,0.070447891,0.525315427,0.269901432,0.792785621,-1.00025532,0.317186964,0.605057178,-1.094161409,1.809020037,0.273884193,0.070447891,0.500048157,0.269901432,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.471243796,1.389483388,0.322933961,0.191544978,0.322929694,1.860727184,0.148309835,0.662788775,0.79417349,1.712417349,1.19793841,1.066553694,0.514478939,0.645863655,0.131384715
CLEC4G,-0.216840402,1,1,1,0.999456916,1,1,FALSE,1.413161823,0.945648893,FALSE,-1.495616031,0.404261229,FALSE,2.709933311,0.040378043,0.827855193,FALSE,1.493348269,0.81207628,FALSE,-0.631411957,1,FALSE,Herbivore,1,Herbivore,1,Herbivore,2,Both,3,-1.586840693,-1.053583835,0.11254873,0.292073493,0.349944876,0.6182057,0.847784475,0.396558011,0.673951006,-0.36478258,-1.586840693,0.71527371,0.11254873,0.849535561,0.349944876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.152585627,0.904230919,2.069541539,1.209286006,0.293146358,2.056816546,0.916955913,0.05670038,1.445731985,2.973772458,2.113516925,0.611084561,0.860255533,2.362687897,1.502432364
CAPN12,-1.815201221,0.416957953,1,1,0.58704997,1,1,FALSE,-0.482214452,1,FALSE,1.909291169,0.168673623,FALSE,0.376418455,1,1,FALSE,1.006633894,1,FALSE,-0.775844726,1,FALSE,Both,3,Unclear,0,Carnivore,1,Insectivore,1,0.508182491,-1.789754365,0.611325369,0.073493408,0.81953295,0.318347049,-0.577179888,0.563817942,0.794913301,-2.114926582,0.508182491,0.034436205,0.611325369,0.141133066,0.81953295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.942563984,2.633613825,1.549709135,1.995338745,0.734936026,1.691049842,0.607145151,1.052774762,0.207627958,1.08390469,0.63827508,1.898677799,0.44562961,0.814773109,1.260402719
KLHL22,-1.638529223,0.607868059,1,0.523018063,1,0.133245184,1,FALSE,2.591303443,0.057367886,FALSE,0.342239974,1,FALSE,0.407851398,1,1,FALSE,3.708759906,0.001249661,FALSE,2.305327113,0.126889561,FALSE,Insectivore,2,Vertivore,2,Carnivore,1,Both,3,-0.084678108,-2.616657,0.932517301,0.008879552,0.972599764,0.107972197,3.281508467,0.001032534,0.043441218,-0.351991952,-0.084678108,0.724844298,0.932517301,0.854327243,0.972599764,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.990943361,1.400615331,1.447009614,3.781104404,2.788727559,1.59032803,1.543933747,0.790161043,0.202215802,0.046394283,2.380489073,1.388112228,2.33409479,1.341717945,0.992376845
HCAR2,-1.976666668,0.288475925,1,0.551218817,1,0.086072118,1,FALSE,2.560563667,0.062701508,FALSE,-0.54780268,1,FALSE,0.357065519,1,1,FALSE,3.959738206,0.000450192,FALSE,2.284587992,0.134021986,FALSE,DoubleBoth,4,Vertivore,2,DoubleBoth,4,Both,3,0.157500309,-1.539675592,0.874850565,0.123639449,0.951254295,0.410190131,2.962121197,0.003055275,0.068515709,-0.079325715,0.157500309,0.936773553,0.874850565,0.968793942,0.951254295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.208306338,1.010359415,1.650197855,4.197672142,3.013162067,2.197946923,1.558108483,0.989365804,0.195144272,0.63983844,3.187312727,2.002802651,2.547474287,1.362964211,1.184510076
OR4F6,0.418642222,1,1,1,1,1,1,FALSE,-1.326470671,1,FALSE,1.039096858,0.896279076,FALSE,0.389882295,1,1,FALSE,-1.552324496,0.723507598,FALSE,-1.615619294,0.637059898,FALSE,DoubleBoth,4,DoubleBoth,4,DoubleBoth,4,DoubleBoth,4,-0.0640961,0.112760903,0.948893707,0.910220115,0.97938691,0.971162468,-0.711276576,0.476912864,0.736382324,-0.484351714,-0.0640961,0.628136281,0.948893707,0.79582602,0.97938691,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.233981161,0.438727681,0.020336339,1.393683931,1.438440113,1.672708841,1.213644821,0.159702771,0.204458952,0.45906402,1.832411612,1.877167793,1.373347592,1.418103773,0.044756181
TMIGD1,3.108621851,0.011277727,0.160404962,0.022837196,0.012462751,1,0.422543459,FALSE,4.03142422,0.000332639,TRUE,-3.773551241,0.00048282,TRUE,1.295814012,1,1,FALSE,1.34460581,1,FALSE,3.077966678,0.012505093,FALSE,Both,3,Both,3,Carnivore,1,Unclear,0,-2.884096455,2.599356491,0.003925385,0.009339872,0.048943512,0.110908416,3.221911819,0.001273383,0.046083963,4.617918783,-2.884096455,3.88E-06,0.003925385,0.000285732,0.048943512,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.652519812,4.866431263,1.281848716,1.247347705,0.021676481,5.518951075,1.934368529,1.899867517,0.674196293,3.584582547,3.619083558,4.844754782,0.034501012,1.260172236,1.225671224
GKN2,3.781615936,0.000934882,0.031380864,1,0.025195849,1,1,TRUE,2.053787812,0.239977398,FALSE,-3.514808105,0.001320216,TRUE,3.360574249,0.004666837,0.313300343,FALSE,-1.076909243,1,FALSE,-0.476565397,1,FALSE,Both,3,Herbivore,1,Herbivore,2,Insectivore,1,-3.776405659,2.565581313,0.000159108,0.010300308,0.0056882,0.116753626,0.728793246,0.466128144,0.727809314,2.254224092,-3.776405659,0.024182074,0.000159108,0.11355213,0.0056882,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.221758983,5.159350918,0.297721432,3.435496101,3.010988896,3.937591935,0.924037551,2.213737117,1.789229913,4.861629486,1.723854817,2.148362022,3.137774668,2.713267464,0.424507204
