"","Rho","N","P","p.adj","permPValue","qValueNoperm","qValuePerm"
"CD6",0.0633247586861304,20,0.741464612632977,1,0.999998187394416,1,0.999998240152332
"UFL1",-0.0418461739933313,68,0.677076656121893,1,0.99993954050786,1,0.999998240152332
"POLA2",-0.0748158868365619,68,0.456530427656153,1,0.999993200193115,1,0.999998240152332
"CAPN1",-0.133905889196691,66,0.189415443471332,1,0.80340037766331,1,0.999998240152332
"ACP3",-0.146529969124595,52,0.204275077305295,1,0.528344555749314,1,0.999998240152332
"MDH1",-0.0266293834503017,68,0.790996215494177,1,0.999998187394416,1,0.999998240152332
"SLC30A9",-0.0503254660450604,66,0.621869984701786,1,0,1,0
"MTMR11",0.0548694052188711,57,0.618108888710212,1,0.932445686225456,1,0.999998240152332
"COX15",-0.113209932449363,60,0.290853843553899,1,0.99993954050786,1,0.999998240152332
"CCDC88C",-0.136306775612913,57,0.215547093782488,1,0.586715867158672,1,0.999998240152332
"YAF2",-0.0971955483851735,54,0.39050167388273,1,0.141903544371134,1,0.881985106552892
"ZMYND11",0.0539874807333922,63,0.605468285386617,1,0.635197108438587,1,0.999998240152332
"WAS",-0.0933041038766655,61,0.379947495344948,1,0.141903544371134,1,0.881985106552892
"DPEP1",-0.0285137790488089,46,0.816725184676765,1,0.563075538013457,1,0.999998240152332
"BID",0,10,1,1,0,1,0
"MATR3",-0.10392752542858,60,0.332223287968023,1,0.99993954050786,1,0.999998240152332
"NPC1L1",0.0723091801662129,66,0.478543198638701,1,0,1,0
"XYLT2",0.114286460819349,65,0.266457080504774,1,0.112462006079027,1,0.87421027066455
"STMN4",0.0668153104781061,28,0.676082740572745,1,0.677357559791958,1,0.999998240152332
"NUDCD3",0.119198192587065,68,0.235516698779818,1,0,1,0
"ISL1",-0.100125234864352,19,0.612089880089257,1,0.897272245642793,1,0.999998240152332
"CHDH",0.077528420664012,66,0.447375688709834,1,0,1,0
"IL20RA",-0.0364151958524701,57,0.740749397756571,1,0.99993954050786,1,0.999998240152332
"CLCA1",-0.310983160823524,20,0.105192505120041,1,0.141903544371134,1,0.881985106552892
"CLCA4",-0.451407444512896,19,0.02224312059135,1,0,1,0
"GLT8D1",-0.0913007432581773,68,0.363545262964422,1,0.205901355798408,1,0.999998240152332
"ATP2C1",-0.0418461739933313,68,0.677076656121893,1,0.999997625656209,1,0.999998240152332
"IGF1",-0.0328469340870815,56,0.767445117545671,1,0.999997295682015,1,0.999998240152332
"SLC38A5",-0.0461880215351701,25,0.785816953435799,1,0.999990001199856,1,0.999998240152332
"RALBP1",-0.0583310304149466,68,0.561568145577964,1,0.586317841665238,1,0.999998240152332
"RUFY3",0.272933528163731,48,0.0233193485119236,1,0.711148611906644,1,0.999998240152332
"CNTN1",0.1385723657704,42,0.282822320846501,1,0.81871769030546,1,0.999998240152332
"SLC11A1",-0.0194074169913194,60,0.856311460718777,1,0.999998187394416,1,0.999998240152332
"WWTR1",-0.125356634105602,56,0.259076660702355,1,0.999993200193115,1,0.999998240152332
"AGPS",0.0535313292332219,58,0.623588276392563,1,0.907410318344141,1,0.999998240152332
"STEEP1",0.332758124391665,30,0.030849999436875,1,0,1,0
"ATP1A2",-0.141940242548492,66,0.164210579285434,1,0.680055486424186,1,0.999998240152332
"TTC27",-0.0315693472063169,62,0.764503381535846,1,0.999991420065036,1,0.999998240152332
"ZNF582",0.016489709436668,48,0.891003470231072,1,0.999998187394416,1,0.999998240152332
"VSIG2",-0.0826739905068924,57,0.452556867940406,1,0.0847532322450716,1,0.717074467581338
"PHLDB1",NA,NA,NA,NA,NA,NA,NA
"PRDM11",0.0363480789440374,55,0.745787586864002,1,0.999998187394416,1,0.999998240152332
"SYT13",-0.124614948732424,42,0.334132117478476,1,0,1,0
"SNAI2",-0.180065354759183,68,0.0731295967808427,1,0.99993954050786,1,0.999998240152332
"CD74",0.0913007432581773,68,0.363545262964422,1,0,1,0
"HGF",-0.202763302425836,44,0.107346536993811,1,0.212884480299708,1,0.999998240152332
"ZRANB1",0.153891934580346,40,0.244990156367002,1,0.81871769030546,1,0.999998240152332
"NCDN",-0.00150330224791985,62,0.988618283711304,1,0.999998187394416,1,0.999998240152332
"ZFP64",0.0592197804135434,61,0.57735045866109,1,0.879748120328009,1,0.999998240152332
"MNAT1",-0.203203178461144,58,0.0624690922598337,1,0.887531194114087,1,0.999998240152332
"SAMD4A",-0.0653218168058017,63,0.531971058097401,1,0.99993954050786,1,0.999998240152332
"RUNX3",-0.0672470759814253,37,0.625820745697393,1,0.538310735305878,1,0.999998240152332
"MRE11",-0.344016480616226,17,0.101453812614208,1,0.776211727269199,1,0.999998240152332
"PLEKHB1",0.166982215627565,53,0.144007723887236,1,0.763411468718053,1,0.999998240152332
"SERPINB1",NA,NA,NA,NA,NA,NA,NA
"CYP3A43",NA,NA,NA,NA,NA,NA,NA
"SLC7A9",0.0804296681961312,39,0.548778011562855,1,0.999998187394416,1,0.999998240152332
"SPAST",0.0843809808864074,58,0.439168260603055,1,0.947735330583006,1,0.999998240152332
"NRXN3",-0.0432936944555109,27,0.790626526623826,1,0.858227534314783,1,0.999998240152332
"OSBPL5",0.0482804549585268,27,0.767170313982703,1,0.999998187394416,1,0.999998240152332
"AQR",0.0468670612188417,66,0.646012558272615,1,0.999998187394416,1,0.999998240152332
"C8B",NA,NA,NA,NA,NA,NA,NA
"FHL1",-0.0444030209468469,52,0.700469680562299,1,0.999998007531531,1,0.999998240152332
"RTF2",0.0196191165488327,69,0.844044338865845,1,0.99993954050786,1,0.999998240152332
"GABRA1",-0.0500244319584578,31,0.741181505873604,1,0.520651632638543,1,0.999998240152332
"SLC45A4",-0.345288264918825,15,0.125506471437469,1,0.680055486424186,1,0.999998240152332
"RNF10",-0.00136014773094758,66,0.989364689931169,1,0.999994931679033,1,0.999998240152332
"ZNF839",0,10,1,1,0,1,0
"ZDHHC6",-0.109741064098149,62,0.29770361358262,1,0.81871769030546,1,0.999998240152332
"GRAMD1B",0.0181737324962576,65,0.859735120818812,1,0.999996961483768,1,0.999998240152332
"RB1CC1",0.0642933687138281,52,0.577522661294956,1,0.999997625656209,1,0.999998240152332
"ERP44",0.0139487246644438,68,0.889593550320985,1,0.935406837905527,1,0.999998240152332
"ALAS1",0.0190209881787869,68,0.849859265484803,1,0.999995944455259,1,0.999998240152332
"BIRC3",-0.116529608291461,52,0.312707694811561,1,0,1,0
"GLRX2",-0.0610039681321649,53,0.593507236738923,1,0.999998187394416,1,0.999998240152332
"SNAPC1",-0.0441889434349079,66,0.664969427915923,1,0.498080757876079,1,0.999998240152332
"DERA",-0.105840120947263,56,0.340655682248384,1,0.99993954050786,1,0.999998240152332
"STRAP",0.112857863194136,68,0.261366102567018,1,0.345261492801045,1,0.999998240152332
"ABCC2",-0.0940558313584923,54,0.405991138165376,1,0,1,0
"DEF6",-0.112857863194136,68,0.261366102567018,1,0.336241626083179,1,0.999998240152332
"PLEKHO1",0.0798377760959799,63,0.444933459371394,1,0,1,0
"GCLM",-0.055497301877437,57,0.614094652404499,1,0.141903544371134,1,0.881985106552892
"UBR2",-0.0395449226194385,51,0.734489111564269,1,0.141903544371134,1,0.881985106552892
"EHD2",-0.0748081252021169,66,0.463474353236853,1,0.61610246243856,1,0.999998240152332
"DEPDC1",-0.0997363975318771,43,0.433870511569963,1,0.519753738395686,1,0.999998240152332
"CCDC28A",0.0507226351434318,68,0.613703068664854,1,0,1,0
"RRAGD",0.0562404734626101,66,0.581516907204977,1,0.999998187394416,1,0.999998240152332
"HSF2",0.0708559399845246,64,0.494303915872606,1,0.680055486424186,1,0.999998240152332
"PHF20",-0.136434928401769,62,0.195431418612111,1,0.112462006079027,1,0.87421027066455
"NR1H3",-0.128132394216924,67,0.205694931401264,1,0.862028135990621,1,0.999998240152332
"TYMP",NA,NA,NA,NA,NA,NA,NA
"NCAPH2",-0.0616177798195549,59,0.568730040928001,1,0.26464077429891,1,0.999998240152332
"TOMM34",0.155329738616777,64,0.134050804234856,1,0.0445760304450595,1,0.401184274005536
"SEC63",-0.0824242821080767,68,0.41205005442379,1,0.232823041358792,1,0.999998240152332
"KPNA6",-0.0984514413955773,53,0.389011695952801,1,0,1,0
"VIM",0.127128345232746,11,0.637351888233937,1,0.999990001199856,1,0.999998240152332
"FAS",NA,NA,NA,NA,NA,NA,NA
"RNASET2",0.196946385566932,11,0.465208818452142,1,0.141903544371134,1,0.881985106552892
"CD44",-0.21411038566314,47,0.078422977927618,1,0.717928881069852,1,0.999998240152332
"KCNG1",-0.0397841596688574,27,0.807250167932007,1,0.99993954050786,1,0.999998240152332
"AGPAT4",-0.316380387002501,58,0.00372506458594547,1,0.181280497088955,1,0.999998240152332
"SLAMF7",NA,NA,NA,NA,NA,NA,NA
"BTN3A1",NA,NA,NA,NA,NA,NA,NA
"MIPEP",-0.0727455725140104,61,0.493636167014264,1,0.999978746918303,1,0.999998240152332
"PRKCH",-0.0657563637305864,54,0.561275836134578,1,0.999993200193115,1,0.999998240152332
"INSRR",-0.0631220065057975,44,0.616173789017204,1,0.786560047737535,1,0.999998240152332
"IFNGR1",-0.0344350221575091,23,0.846450596876591,1,0.999997625656209,1,0.999998240152332
"B4GALT7",0.0959461077821376,62,0.362577085082774,1,0,1,0
"SH2D2A",0.128747879889405,27,0.429795272339556,1,0.742046436530677,1,0.999998240152332
"VRK2",-0.0620322806932314,22,0.733478055862478,1,0.858087875693902,1,0.999998240152332
"TNFRSF1B",-0.108850392751952,40,0.410889250978332,1,0.99993954050786,1,0.999998240152332
"VEZT",-0.0603938441678774,48,0.615743868576716,1,0.546830916606522,1,0.999998240152332
"POU2F2",0.00746962305348978,48,0.950503208703424,1,0.999995163778637,1,0.999998240152332
"BRD9",0.0619941900389932,58,0.569791848753601,1,0.81871769030546,1,0.999998240152332
"SNX1",-0.109802829141286,66,0.281885003259648,1,0.957334889757328,1,0.999998240152332
"TBPL1",-0.0226509862861167,45,0.855577780166946,1,0.99993954050786,1,0.999998240152332
"BMAL2",-0.17406010102119,35,0.220329753097684,1,0,1,0
"BCLAF1",0.0517549169506766,64,0.617617237985539,1,0.999998187394416,1,0.999998240152332
"SLC39A9",-0.0274938407377025,60,0.797550924140623,1,0.99993954050786,1,0.999998240152332
"ANK1",0.0104764544365437,41,0.936095390960732,1,0,1,0
"IBSP",0.287824837800531,17,0.170586932871441,1,0.0565667651715431,1,0.500734651646332
"TFB1M",0.0420924629417559,62,0.689576545071667,1,0.999975048032537,1,0.999998240152332
"RABEP1",0.039596806386279,62,0.707104507151753,1,0.774505574302678,1,0.999998240152332
"HMGB3",-0.0508842378947424,66,0.61800629447641,1,0.67611604064181,1,0.999998240152332
"NUP160",-0.0533838858669108,58,0.624544763192146,1,0.99993954050786,1,0.999998240152332
"BAK1",0.0183777787722955,55,0.869796821905786,1,0.6880566847498,1,0.999998240152332
"MUSK",NA,NA,NA,NA,NA,NA,NA
"IKZF2",-0.0519674637051936,28,0.745206167262142,1,0.999993200193115,1,0.999998240152332
"GRN",-0.0137147245924948,63,0.895599167072607,1,0.999993175086335,1,0.999998240152332
"FAM13B",-0.0561584803931125,44,0.655611764829049,1,0.637159156218736,1,0.999998240152332
"ARHGAP31",-0.139359613138251,52,0.227299308627244,1,0.141903544371134,1,0.881985106552892
"CENPQ",NA,NA,NA,NA,NA,NA,NA
"SARS1",-0.098909138529692,68,0.324943658692655,1,0,1,0
"RANBP3",-0.0467853400385909,42,0.716897493690383,1,0.999997786048118,1,0.999998240152332
"ARID4A",0,51,1,1,0,1,0
"EIPR1",-0.0409960030845394,56,0.712065204198972,1,0.931538171137952,1,0.999998240152332
"PNPLA6",-0.0240528359667177,62,0.819455316306268,1,0.999998187394416,1,0.999998240152332
"IFT88",0.0227457426797134,42,0.86006598415731,1,0.999997786048118,1,0.999998240152332
"ALG1",0.0508058575156235,63,0.626888389471917,1,0.80167005997909,1,0.999998240152332
"ZCCHC8",0.100514970057477,62,0.340174274540112,1,0.487075259575135,1,0.999998240152332
"ABCF2",0.0340036932736895,66,0.738949744883956,1,0.818509915247463,1,0.999998240152332
"CHPF2",0.109260380229206,64,0.291914795966444,1,0.112462006079027,1,0.87421027066455
"LRRC7",-0.210147112441954,37,0.127557450992618,1,0.451429420763759,1,0.999998240152332
"FUT8",0.0149616250404234,66,0.88342599022456,1,0.999997625656209,1,0.999998240152332
"UBA6",-0.0431290974588971,64,0.677391601926277,1,0,1,0
"GAB2",0.0680309130337461,40,0.607285765812561,1,0.81871769030546,1,0.999998240152332
"ATP6V0A1",-0.0416925845317638,55,0.709991226814646,1,0.99993954050786,1,0.999998240152332
"PIAS1",-0.153263414263066,58,0.159989321386913,1,0.858087875693902,1,0.999998240152332
"SLC4A7",-0.0169581750865221,53,0.882045011829867,1,0.999994652349223,1,0.999998240152332
"MAP2K3",-0.0266293834503017,68,0.790996215494177,1,0,1,0
"CLXN",-0.345288264918825,15,0.125506471437469,1,0,1,0
"ASTE1",-0.0642857142857143,49,0.589197032431396,1,0.999991420065036,1,0.999998240152332
"RNF19A",-0.00143763658196324,64,0.988935686565506,1,0.261874297666863,1,0.999998240152332
"PEX3",0.028120236731305,66,0.782866699669326,1,0.999998187394416,1,0.999998240152332
"GABARAPL2",-0.080775771582358,64,0.435881581774995,1,0.999997786048118,1,0.999998240152332
"MYOC",0.0635616045226152,52,0.581861748498873,1,0.999998187394416,1,0.999998240152332
"SH3YL1",0.068412623347071,52,0.55338580413652,1,0.999998187394416,1,0.999998240152332
"FAM136A",-0.025842806888004,66,0.800062818666177,1,0.953101277172289,1,0.999998240152332
"VCL",-0.104446593573419,66,0.306023267958424,1,0,1,0
"DEPDC1B",-0.0890399819925558,44,0.479500122186953,1,0.406813235069497,1,0.999998240152332
"DAPK2",-0.0705730867057268,59,0.513915292328084,1,0.99993954050786,1,0.999998240152332
"NSMAF",-0.0441656686616189,62,0.675140747258758,1,0.999993200193115,1,0.999998240152332
"ADSS2",-0.14155004054837,58,0.194383518638142,1,0.999998187394416,1,0.999998240152332
"STAP1",-0.0833851690635276,55,0.457036360401456,1,0.99993954050786,1,0.999998240152332
"TIMP2",0.0666472388164314,66,0.513653662642859,1,0,1,0
"RFC1",-0.119198192587065,68,0.235516698779818,1,0,1,0
"TBC1D23",-0.0307983545152388,66,0.762780608741561,1,0.99993954050786,1,0.999998240152332
"CUL3",0.0286360764042275,47,0.813915149680766,1,0.999997625656209,1,0.999998240152332
"OTC",-0.0602576501385108,66,0.554828908336995,1,0.141903544371134,1,0.881985106552892
"CYP46A1",-0.0957808204669098,43,0.452322931098153,1,0.558091486219701,1,0.999998240152332
"ZZZ3",-0.0589185912465439,66,0.563658095925333,1,0.999991420065036,1,0.999998240152332
"SLC18A1",0.120701137396317,27,0.459181282553577,1,0.81871769030546,1,0.999998240152332
"USP2",0.35107228351402,48,0.00352828241618985,1,0,1,0
"CASR",NA,NA,NA,NA,NA,NA,NA
"TUBG2",-0.24871112867964,64,0.0164363974289031,1,0.858087875693902,1,0.999998240152332
"RPL26L1",NA,NA,NA,NA,NA,NA,NA
"FLT4",-0.0183273163493669,53,0.872600060989729,1,0.99993954050786,1,0.999998240152332
"NSUN2",0.0639640718547584,62,0.543866190118472,1,0.293642484063703,1,0.999998240152332
"FBXO42",0.0503465450015999,52,0.662707318513595,1,0.81871769030546,1,0.999998240152332
"MFAP3",-0.151155803471375,65,0.141627931083665,1,0.141903544371134,1,0.881985106552892
"MRI1",0.0750674632786019,67,0.458451254105966,1,0.999978746918303,1,0.999998240152332
"METTL1",-0.088829670620315,61,0.403217601262922,1,0.710924029885694,1,0.999998240152332
"HOXC8",-0.153117523740932,20,0.425030652784928,1,0.271219441240948,1,0.999998240152332
"AGA",-0.0297594947935003,64,0.774065323095878,1,0.284867508452514,1,0.999998240152332
"PI4K2B",0.0496903994999953,10,0.861804433049011,1,0,1,0
"BOD1L1",0.0746047096952991,22,0.682162362999652,1,0.188759500977595,1,0.999998240152332
"MAT2B",-0.0202890540573727,68,0.839980937079117,1,0.999993200193115,1,0.999998240152332
"TLL1",-0.0267261241912424,36,0.848514341089246,1,0.659895831881909,1,0.999998240152332
"EDC4",-0.0380841364665322,66,0.708974428911641,1,0,1,0
"TRIO",-0.0949288905069135,30,0.537948718114214,1,0.999991420065036,1,0.999998240152332
"VCAN",-0.00703608429845893,57,0.949027206587075,1,0.999991420065036,1,0.999998240152332
"CLEC16A",NA,NA,NA,NA,NA,NA,NA
"MSR1",-0.110321290605354,63,0.291171315245308,1,0.99993954050786,1,0.999998240152332
"CDH1",-0.0672074915650472,68,0.503589304430051,1,0.858087875693902,1,0.999998240152332
"MTREX",-0.0139487246644438,68,0.889593550320985,1,0.999993200193115,1,0.999998240152332
"DNAH5",0.0707106781186548,16,0.744881619545956,1,0.99993954050786,1,0.999998240152332
"ZFYVE16",0.101119370487915,51,0.385800564508283,1,0.81871769030546,1,0.999998240152332
"RIPOR1",-0.050499957301968,55,0.65240524490346,1,0.940962501039972,1,0.999998240152332
"C6",-0.0012680658785858,68,0.98993107067785,1,0.999991420065036,1,0.999998240152332
"RAI14",-0.0898026510133875,31,0.55322996665707,1,0.468470467181401,1,0.999998240152332
"SOX30",-0.0795242772487544,23,0.654720846018577,1,0.99993954050786,1,0.999998240152332
"PNKP",0.025842806888004,66,0.800062818666177,1,0.883248186037017,1,0.999998240152332
"BEST2",-0.149173970796578,30,0.333108819601268,1,0.627590880852426,1,0.999998240152332
"PHLPP2",-0.00609181636711985,62,0.953902098412548,1,0.999991420065036,1,0.999998240152332
"SPDL1",0.060778195687584,61,0.567373634170691,1,0.119218375841731,1,0.881985106552892
"STAU2",0.0232559537048469,62,0.825338718344972,1,0.999998187394416,1,0.999998240152332
"SLC66A1",-0.124034734589208,13,0.612089880089257,1,0.999997990527346,1,0.999998240152332
"CTNS",0.0563271974516146,27,0.729775155917416,1,0.917195647544748,1,0.999998240152332
"RTN4R",-0.0456973770154572,49,0.701083721641374,1,0.999995535235918,1,0.999998240152332
"PHF23",0.0896905341139194,48,0.456056540250256,1,0.944691965807008,1,0.999998240152332
"CDH10",-0.225478016964967,17,0.283051287051885,1,0.459799549446002,1,0.999998240152332
"INPP4A",0.0229799051988946,39,0.863978388529295,1,0.700281420379771,1,0.999998240152332
"RAB27B",NA,NA,NA,NA,NA,NA,NA
"PSMA4",0.0214249422714705,66,0.833691356877605,1,0.787428881062043,1,0.999998240152332
"MYO16",0.114127063877054,19,0.563260084128636,1,0.383705954788346,1,0.999998240152332
"LSG1",0.122619478430204,69,0.218877457485698,1,0.944691965807008,1,0.999998240152332
"PARP3",-0.0731547286916061,36,0.601082553033064,1,0.141903544371134,1,0.881985106552892
"TNC",0.00316573812037497,43,0.980182514399463,1,0.999997786048118,1,0.999998240152332
"THAP3",-0.102037924149257,62,0.332908145648518,1,0.999991420065036,1,0.999998240152332
"RIPOR3",NA,NA,NA,NA,NA,NA,NA
"TDP1",NA,NA,NA,NA,NA,NA,NA
"AIFM2",-0.0481865033862602,68,0.631543904456166,1,0.999998187394416,1,0.999998240152332
"SPATA7",0.0719722528479218,40,0.586629179130599,1,0.999998187394416,1,0.999998240152332
"MED17",0.0642748268144115,66,0.528754147008923,1,0.999998187394416,1,0.999998240152332
"RETSAT",0.0139487246644438,68,0.889593550320985,1,0.832266895346153,1,0.999998240152332
"CAPG",-0.0485573134583608,51,0.677076656121893,1,0.869411424285908,1,0.999998240152332
"AP2S1",-0.0602576501385108,66,0.554828908336995,1,0.999998187394416,1,0.999998240152332
"USH2A",0.0221338631358221,36,0.874304720051196,1,0.999997376939098,1,0.999998240152332
"ZPBP",-0.0477409916026289,27,0.76969794378129,1,0.999997789625386,1,0.999998240152332
"TG",-0.0754248373906776,42,0.558831602929163,1,0,1,0
"ADAM28",-0.142653497503638,27,0.381673069343418,1,0.80167005997909,1,0.999998240152332
"BARX2",-0.0260986764228757,30,0.86553432515616,1,0.99993954050786,1,0.999998240152332
"DCUN1D1",0.0177529223002011,68,0.859761220277581,1,0.999998187394416,1,0.999998240152332
"JADE2",-0.0708559399845246,64,0.494303915872606,1,0.669083666375932,1,0.999998240152332
"ZIC2",-0.165822779387697,12,0.517534719643235,1,0.858087875693902,1,0.999998240152332
"LCP2",-0.0583310304149466,68,0.561568145577964,1,0.792517492503213,1,0.999998240152332
"TRIT1",-0.0420077897057898,59,0.697613743387638,1,0.999993200193115,1,0.999998240152332
"ADRB1",-0.0168995395809566,52,0.88359810964461,1,0.99993954050786,1,0.999998240152332
"GUCA2B",NA,NA,NA,NA,NA,NA,NA
"CUL7",-0.0779075396624191,45,0.531310719859205,1,0.141903544371134,1,0.881985106552892
"CTNNA1",-0.0697436233222188,68,0.487624105208432,1,0,1,0
"PHKA2",-0.1176979772673,56,0.289314832381988,1,0.999998081277102,1,0.999998240152332
"CNTLN",0.198957905798941,55,0.0759703280115773,1,0.81871769030546,1,0.999998240152332
"EPHA3",0.0866955102605666,54,0.443711000518754,1,0.81871769030546,1,0.999998240152332
"HSPA5",-0.123002390222822,68,0.220904305392507,1,0.208634429238985,1,0.999998240152332
